"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Industry","0.0","Industry-{DBPedia_8465+Forbes_681}","DBPedia_8465+Forbes_681","{[]|[, Retailing, ]}","[, Retailing]",,
"Industry","0.0","Industry-{DBPedia_5939+Forbes_462+SBTI_452}","DBPedia_5939+Forbes_462+SBTI_452","{[, Biotechnology, , Pharmaceutical industry, ]|[, Drugs & Biotechnology, ]|[]}","[, Biotechnology, Drugs & Biotechnology, Pharmaceutical industry]","false","[, Pharmaceuticals, , Biotechnology, ]"
"Industry","0.0","Industry-{DBPedia_5037+Forbes_417}","DBPedia_5037+Forbes_417","{[]|[, Utilities, ]}","[, Utilities]",,
"Industry","0.0","Industry-{DBPedia_10354+DBPedia_8946+SBTI_5345}","DBPedia_10354+DBPedia_8946+SBTI_5345","{[, Fast food restaurant, ]|[, Agriculture, ]|[]}","[, Fast food restaurant, Agriculture]",,
"Industry","0.0","Industry-{DBPedia_2521+Forbes_1951}","DBPedia_2521+Forbes_1951","{[, Medical devices, ]|[, Health Care Equipment & Services, ]}","[, Medical devices, Health Care Equipment & Services]",,
"Industry","0.0","Industry-{DBPedia_4900+Forbes_1087}","DBPedia_4900+Forbes_1087","{[, Food processing, ]|[, Food, Drink & Tobacco, ]}","[, Food, Drink & Tobacco, Food processing]",,
"Industry","0.0","Industry-{DBPedia_2278+Forbes_1516+SBTI_774}","DBPedia_2278+Forbes_1516+SBTI_774","{[, Real estate investment trust, ]|[, Diversified Financials, ]|[]}","[, Real estate investment trust, Diversified Financials]",,
"Industry","0.0","Industry-{Forbes_1157+SBTI_6094}","Forbes_1157+SBTI_6094","{[, Hotels, Restaurants & Leisure, ]|[]}","[, Hotels, Restaurants & Leisure]",,
"Industry","1.0","Industry-{DBPedia_4345+SBTI_4142}","DBPedia_4345+SBTI_4142","{[]|[]}","[]",,
"Industry","0.0","Industry-{DBPedia_4393+Forbes_176+SBTI_1395}","DBPedia_4393+Forbes_176+SBTI_1395","{[, Cloud computing, , Computer hardware, , Consulting, , Data storage, , Information security, , Software, ]|[, Technology Hardware & Equipment, ]|[]}","[, Cloud computing, Technology Hardware & Equipment, Computer hardware, Information security, Consulting, Data storage, Software]",,
"Industry","0.0","Industry-{DBPedia_5965+Forbes_609}","DBPedia_5965+Forbes_609","{[, Transport, ]|[, Transportation, ]}","[, Transportation, Transport]",,
"Industry","0.0","Industry-{Forbes_495+SBTI_1783}","Forbes_495+SBTI_1783","{[, Transportation, ]|[]}","[, Transportation]",,
"Industry","0.0","Industry-{Forbes_1652+SBTI_581}","Forbes_1652+SBTI_581","{[, Banking, ]|[]}","[, Banking]",,
"Industry","0.0","Industry-{DBPedia_1850+SBTI_2335}","DBPedia_1850+SBTI_2335","{[, Education, , Environmental protection, , Finance, , International trade, , Real estate, ]|[]}","[, International trade, Education, Finance, Real estate, Environmental protection]",,
"Industry","0.0","Industry-{Forbes_530+SBTI_4054}","Forbes_530+SBTI_4054","{[, Telecommunications Services, ]|[]}","[, Telecommunications Services]",,
"Industry","1.0","Industry-{DBPedia_2815+SBTI_510}","DBPedia_2815+SBTI_510","{[]|[]}","[]",,
"Industry","0.0","Industry-{DBPedia_6241+Forbes_442}","DBPedia_6241+Forbes_442","{[]|[, Oil & Gas Operations, ]}","[, Oil & Gas Operations]",,
"Industry","0.0","Industry-{DBPedia_481+SBTI_5986}","DBPedia_481+SBTI_5986","{[, Manufacturing, ]|[]}","[, Manufacturing]",,
"Industry","1.0","Industry-{DBPedia_5291+SBTI_6071}","DBPedia_5291+SBTI_6071","{[]|[]}","[]",,
"Industry","0.0","Industry-{Forbes_483+SBTI_2338}","Forbes_483+SBTI_2338","{[, Banking, ]|[]}","[, Banking]",,
"Industry","1.0","Industry-{DBPedia_6357+SBTI_5049}","DBPedia_6357+SBTI_5049","{[]|[]}","[]",,
"Industry","0.0","Industry-{DBPedia_2777+Forbes_1666}","DBPedia_2777+Forbes_1666","{[, Retail, ]|[, Retailing, ]}","[, Retail, Retailing]",,
"Industry","1.0","Industry-{DBPedia_441+SBTI_983}","DBPedia_441+SBTI_983","{[]|[]}","[]",,
"Industry","0.0","Industry-{DBPedia_4425+Forbes_1651}","DBPedia_4425+Forbes_1651","{[, Mining, ]|[, Materials, ]}","[, Mining, Materials]",,
"Industry","0.0","Industry-{DBPedia_7963+Forbes_1399+SBTI_1766}","DBPedia_7963+Forbes_1399+SBTI_1766","{[, Retailer, ]|[, Diversified Financials, ]|[]}","[, Retailer, Diversified Financials]",,
"Industry","0.0","Industry-{DBPedia_5051+Forbes_1944}","DBPedia_5051+Forbes_1944","{[, Gambling, ]|[, Consumer Durables, ]}","[, Gambling, Consumer Durables]",,
"Industry","0.0","Industry-{DBPedia_1361+Forbes_84}","DBPedia_1361+Forbes_84","{[, Insurance, , Managed care, ]|[, Insurance, ]}","[, Managed care, Insurance]",,
"Industry","0.6666666666666666","Industry-{DBPedia_560+Forbes_1744+SBTI_1335}","DBPedia_560+Forbes_1744+SBTI_1335","{[]|[, Construction, ]|[]}","[, Construction]",,
"Industry","0.0","Industry-{DBPedia_6758+Forbes_1671}","DBPedia_6758+Forbes_1671","{[, Health Care, , Information Technology, ]|[, Health Care Equipment & Services, ]}","[, Health Care, Health Care Equipment & Services, Information Technology]",,
"Industry","1.0","Industry-{DBPedia_736+Forbes_1687}","DBPedia_736+Forbes_1687","{[, Banking, ]|[, Banking, ]}","[, Banking]",,
"Industry","0.6666666666666666","Industry-{DBPedia_27+Forbes_882+SBTI_4357}","DBPedia_27+Forbes_882+SBTI_4357","{[, Utilities, ]|[, Utilities, ]|[]}","[, Utilities]",,
"Industry","0.0","Industry-{DBPedia_2098+Forbes_256}","DBPedia_2098+Forbes_256","{[]|[, Utilities, ]}","[, Utilities]",,
"Industry","0.0","Industry-{DBPedia_8535+Forbes_812}","DBPedia_8535+Forbes_812","{[, Asset management, ]|[, Diversified Financials, ]}","[, Asset management, Diversified Financials]",,
"Industry","0.6666666666666666","Industry-{DBPedia_9295+DBPedia_9302+SBTI_5856}","DBPedia_9295+DBPedia_9302+SBTI_5856","{[]|[, Conglomerate (company), ]|[]}","[, Conglomerate (company)]",,
"Industry","0.0","Industry-{DBPedia_8079+Forbes_425}","DBPedia_8079+Forbes_425","{[, Conglomerate (company), ]|[, Health Care Equipment & Services, ]}","[, Health Care Equipment & Services, Conglomerate (company)]",,
"Industry","0.0","Industry-{Forbes_1308+SBTI_5582}","Forbes_1308+SBTI_5582","{[, Transportation, ]|[]}","[, Transportation]",,
"Industry","0.0","Industry-{DBPedia_1356+Forbes_698+SBTI_4597}","DBPedia_1356+Forbes_698+SBTI_4597","{[, Financial services, ]|[, Business Services & Supplies, ]|[]}","[, Business Services & Supplies, Financial services]",,
"Industry","0.0","Industry-{DBPedia_5300+Forbes_388}","DBPedia_5300+Forbes_388","{[, Chemical industry, ]|[, Oil & Gas Operations, ]}","[, Chemical industry, Oil & Gas Operations]",,
"Industry","0.0","Industry-{DBPedia_9269+SBTI_4181}","DBPedia_9269+SBTI_4181","{[, Waste, , Water, ]|[]}","[, Water, Waste]",,
"Industry","0.0","Industry-{Forbes_693+SBTI_3319}","Forbes_693+SBTI_3319","{[, Technology Hardware & Equipment, ]|[]}","[, Technology Hardware & Equipment]",,
"Industry","0.0","Industry-{DBPedia_1362+SBTI_2101}","DBPedia_1362+SBTI_2101","{[, Information technology, , Management consulting, , Professional services, ]|[]}","[, Management consulting, Professional services, Information technology]",,
"Industry","0.0","Industry-{DBPedia_6591+Forbes_207}","DBPedia_6591+Forbes_207","{[]|[, Drugs & Biotechnology, ]}","[, Drugs & Biotechnology]",,
