"RecordIDS","AverageConsistency","Year Founded-Consistency","Year Founded-Values","Revenue-Consistency","Revenue-Values","Assets-Consistency","Assets-Values","Profit-Consistency","Profit-Values","Company name-Consistency","Company name-Values","Industry-Consistency","Industry-Values","Net Zero Committed Year-Consistency","Net Zero Committed Year-Values","Country-Consistency","Country-Values"
"Forbes_610+SBTI_5058","0.7142857142857143","1.0","{1843}","1.0","{16830000000}","1.0","{28.18}","1.0","{1690000000}","1.0","{Stanley Black & Decker|Stanley Black & Decker}","0.0","{[, Consumer Durables, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"Forbes_1592+SBTI_4105","0.7142857142857143","1.0","{1938}","1.0","{8500000000}","1.0","{10.02}","1.0","{1000000000}","1.0","{Owens Corning|Owens Corning}","0.0","{[, Construction, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"DBPedia_7553+Forbes_818+SBTI_5102","0.2857142857142857","0.0","{1998|1996}","0.0","{9551883264|12010000000}","0.0","{0.017880178|21.64}","0.0","{1191635|1490000000}","1.0","{Stora Enso|Stora Enso|Stora Enso}","0.0","{[, Paper, ]|[, Materials, ]|[]}",,,"1.0","{Finland|Finland}"
"DBPedia_8690+Forbes_583+SBTI_85","0.14285714285714285","0.0","{2008|2008}","0.0","{8803000000|8800000000}","0.0","{25.056|25.06}","0.0","{2699000000|2700000000}","1.0","{Activision Blizzard|Activision Blizzard|Activision Blizzard}","0.0","{[, Video game industry, ]|[, Consumer Durables, ]|[]}",,,"0.0","{US|United States|United States of America (USA)}"
"DBPedia_7752+Forbes_67+SBTI_44","0.42857142857142855","0.0","{2013|2013}","1.0","{56200000000|56200000000}","1.0","{146.53|146.53}","0.0","{11540000000|11460000000}","1.0","{AbbVie|AbbVie|AbbVie}","0.0","{[, Biopharmaceutical, ]|[, Drugs & Biotechnology, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"Forbes_1495+SBTI_3403","0.7142857142857143","1.0","{1986}","1.0","{15820000000}","1.0","{8.62}","1.0","{800000000}","0.0","{Marfrig Global Foods|Marfrig Global Foods S.A.}","0.0","{[, Food, Drink & Tobacco, ]|[]}",,,"1.0","{Brazil|Brazil}"
"DBPedia_7829+Forbes_1229+SBTI_6138","0.5238095238095238","0.0","{1927|1927}","0.0","{7824000000|7840000000}","1.0","{23.46}","1.0","{400000000}","1.0","{Zimmer Biomet|Zimmer Biomet|Zimmer Biomet}","0.6666666666666666","{[]|[, Health Care Equipment & Services, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"Forbes_1065+SBTI_5660","0.8571428571428571","1.0","{1928}","1.0","{6830000000}","1.0","{16.16}","1.0","{1250000000}","1.0","{UCB|UCB}","0.0","{[, Drugs & Biotechnology, ]|[]}",,,"1.0","{Belgium|Belgium}"
"DBPedia_3771+DBPedia_5961+DBPedia_7370+Forbes_1155+SBTI_1368","0.05714285714285715","0.0","{1989|1993|1972|2000}","0.0","{13710000000|44700000|3300000000|11620000000}","0.0","{31.2|17.87}","0.0","{480000000|3680000|563000000|980000000}","0.4","{Danisco|DataMirror|Davivienda|DaVita|DaVita}","0.0","{[, Agriculture, , Chemical substance, ]|[, Computer software, ]|[, Finance, ]|[, Health Care Equipment & Services, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"DBPedia_3769+DBPedia_5753+DBPedia_5877+DBPedia_9578+Forbes_1860+Forbes_274+SBTI_42","0.0",,,,,"0.0","{1.8695E-5|15.46|42.27}","0.0","{995000000|4546000000|62|1370000000|4650000000}",,,,,,,,
"Forbes_1730+SBTI_5298","0.8571428571428571","1.0","{1986}","1.0","{5720000000}","1.0","{5.51}","1.0","{700000000}","1.0","{Tech Mahindra|Tech Mahindra}","0.0","{[, IT Software & Services, ]|[]}",,,"1.0","{India|India}"
"DBPedia_2278+Forbes_1516+SBTI_774","0.14285714285714285","0.0","{1970|1970}","0.0","{2960000000|2890000000}","0.0","{21.284|22.36}","0.0","{521000000|510000000}","1.0","{Boston Properties|Boston Properties|Boston Properties}","0.0","{[, Real estate investment trust, ]|[, Diversified Financials, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"DBPedia_5105+Forbes_202+SBTI_3123","0.2857142857142857","0.0","{1909|1909}","0.0","{30335969280|38160000000}","0.0","{41.17158656|48.92}","0.0","{4313571840|5430000000}","1.0","{L'Oréal|L'Oréal|L'Oréal}","0.0","{[, Fast-moving consumer goods, ]|[, Household & Personal Products, ]|[]}",,,"1.0","{France|France}"
"DBPedia_2801+Forbes_1668+Forbes_1987+SBTI_5649","0.46428571428571425","0.0","{2006|2008}","0.6666666666666666","{2840000000|5080000000|2840000000}","0.6666666666666666","{13.0|14.06|13.0}","0.0","{949900000|-220000000|-950000000}","0.75","{Twilio|Twitter|Twilio|Twilio}","0.5","{[, Communications, ]|[, IT Software & Services, ]|[, IT Software & Services, ]|[]}",,,"0.6666666666666666","{United States|United States|United States of America (USA)}"
"Forbes_615+SBTI_1401","0.7142857142857143","1.0","{1925}","1.0","{35100000000}","1.0","{73.75}","1.0","{520000000}","1.0","{Delta Air Lines|Delta Air Lines}","0.0","{[, Transportation, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"DBPedia_10566+Forbes_633+SBTI_3133","0.38095238095238093","1.0","{1978}","0.0","{6103|16120000000}","1.0","{20.39}","0.0","{0|2380000000}","0.6666666666666666","{Laco|Labcorp|Labcorp}","0.0","{[, Holding company, ]|[, Health Care Equipment & Services, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"DBPedia_1003+DBPedia_10354+DBPedia_10513+DBPedia_10518+DBPedia_10719+DBPedia_1786+DBPedia_1810+DBPedia_1859+DBPedia_1909+DBPedia_1918+DBPedia_1972+DBPedia_2900+DBPedia_2922+DBPedia_2996+DBPedia_3602+DBPedia_3903+DBPedia_4050+DBPedia_4307+DBPedia_4934+DBPedia_5028+DBPedia_5937+DBPedia_5956+DBPedia_5998+DBPedia_6061+DBPedia_6096+DBPedia_6988+DBPedia_7002+DBPedia_701+DBPedia_7923+DBPedia_8030+DBPedia_806+DBPedia_8946+DBPedia_8953+DBPedia_9019+DBPedia_9439+DBPedia_9702+DBPedia_9709+DBPedia_9717+Forbes_1064+Forbes_1174+Forbes_1219+Forbes_1235+Forbes_1327+Forbes_1360+Forbes_1464+Forbes_152+Forbes_1883+Forbes_197+Forbes_308+Forbes_555+Forbes_597+Forbes_806+Forbes_886+SBTI_5295+SBTI_5307+SBTI_5322+SBTI_5323+SBTI_5329+SBTI_5332+SBTI_5345+SBTI_5352+SBTI_5357","0.2777777777777778","0.0","{1998|1998|1987|1969|1998|1973|1947|1945|1946|2001|1925|1979|1983|1958|1921|2005|1862|2000|1999|2004|1978|1990|1955|1975|1999|1923|1992|1954|1980|1855|1923|1999|2001|1978|1921|1960|2003|1940|1924|1919|1990|1975|1966|1961}","0.0","{348700000|135000000|413783372|361813760|4096324412232|7561872519|1090140160|25477000000|2714000000|1039|10243558|3790000000|1920000000|1524|10055603200|4270000000|9700000000|3600000000|346000000|26554000000|6100000|200000000|49|15|23800000000|57887000000|26000000000|4228992000|12382000000|2000000000|135327744|2448000000|292|12980000000|12380000000|3080000000|6540000000|8410000000|6270000000|3700000000|53820000000|18040000000|46420000000|84170000000|13430000000|15820000000|10290000000|15980000000}","0.0","{5.9|124.2}","0.0","{168000000|9400000000}","0.5","{TechniSat|Temple-Inland|Telefónica|TELEFÓNICA}","0.5","{[]|[, Pulp and paper industry, ]|[, Telecommunications Services, ]|[]}","1.0","{2040}","0.2222222222222222","{United States|Estonia|U.S.|Luxembourg|Canada|Australia|Sweden|Luxembourg|Australia}"
"Forbes_1991+SBTI_3033","0.75","1.0","{2008}","1.0","{8800000000}","1.0","{4.46}","1.0","{730000000}","0.0","{Kloeckner & Co|Klöckner & Co}","0.0","{[, Materials, ]|[]}","1.0","{2050}","1.0","{Germany|Germany}"
"Forbes_799+SBTI_4872","0.8571428571428571","1.0","{1866}","1.0","{32510000000}","1.0","{51.25}","1.0","{-540000000}","1.0","{Siemens Energy|Siemens Energy}","0.0","{[, Capital Goods, ]|[]}",,,"1.0","{Germany|Germany}"
"Forbes_1148+SBTI_2624","0.7142857142857143","1.0","{1967}","1.0","{8590000000}","1.0","{8.89}","1.0","{2420000000}","0.0","{Impala Platinum Holdings|Impala Platinum Holdings Limited}","0.0","{[, Materials, ]|[]}",,,"1.0","{South Africa|South Africa}"
"Forbes_1351+SBTI_4952","0.8571428571428571","1.0","{1934}","1.0","{11940000000}","1.0","{13.59}","1.0","{800000000}","1.0","{Smurfit Kappa Group|Smurfit Kappa Group}","0.0","{[, Materials, ]|[]}",,,"1.0","{Ireland|Ireland}"
"Forbes_624+SBTI_2431","0.8571428571428571","1.0","{1837}","1.0","{10620000000}","1.0","{15.75}","1.0","{2890000000}","1.0","{Hermès International|Hermès International}","0.0","{[, Household & Personal Products, ]|[]}",,,"1.0","{France|France}"
"DBPedia_1340+DBPedia_9341+Forbes_548+SBTI_3342+SBTI_3347","0.23809523809523808","0.0","{1983|1957}","0.0","{2632000000|36250000000}","0.0","{4.523|29.09}","0.0","{827000000|1510000000}","0.6666666666666666","{Maxim Integrated|Magna International|Magna International}","0.0","{[, Semiconductors, ]|[, Consumer Durables, ]|[]}",,,"1.0","{Canada|Canada}"
"Forbes_809+SBTI_2386","0.8571428571428571","1.0","{1976}","1.0","{11180000000}","1.0","{11.58}","1.0","{1490000000}","1.0","{HCL Technologies|HCL Technologies}","0.0","{[, IT Software & Services, ]|[]}",,,"1.0","{India|India}"
"DBPedia_3340+DBPedia_8350+DBPedia_87+DBPedia_9291+DBPedia_9296+DBPedia_9297+Forbes_1382+Forbes_1460+SBTI_5743+SBTI_5748","0.47619047619047616","0.0","{1866|1954}","0.0","{2300000000|7660000000}","1.0","{85.49}","1.0","{520000000}","0.6666666666666666","{Valvoline|VakifBank|Vakifbank}","0.0","{[, Car repair, , Chemical manufacturing, ]|[, Banking, ]|[]}",,,"0.6666666666666666","{U.S.|Turkey|Turkey}"
"Forbes_6+SBTI_267","0.7142857142857143","1.0","{1994}","1.0","{469820000000}","1.0","{420.55}","1.0","{33360000000}","1.0","{Amazon|Amazon}","0.0","{[, Retailing, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"DBPedia_1603+DBPedia_5754+DBPedia_5861+Forbes_1018+Forbes_1383+Forbes_1518+Forbes_715+SBTI_138","0.7619047619047619","1.0","{0}","0.0","{10600000|2860000000}","1.0","{9.61}","1.0","{3240000000}","0.6666666666666666","{Agriterra|Agility|Agility}","0.6666666666666666","{[]|[, Transportation, ]|[]}",,,"1.0","{Kuwait|Kuwait}"
"Forbes_586+SBTI_5043","0.7142857142857143","1.0","{1989}","1.0","{10330000000}","1.0","{31.56}","1.0","{3520000000}","1.0","{SSE|SSE}","0.0","{[, Utilities, ]|[]}",,,"0.0","{United Kingdom|United Kingdom (UK)}"
"Forbes_153+SBTI_1385","0.7142857142857143","1.0","{1837}","1.0","{44460000000}","1.0","{79.61}","1.0","{5640000000}","1.0","{Deere & Company|Deere & Company}","0.0","{[, Capital Goods, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"DBPedia_1356+Forbes_698+SBTI_4597","0.14285714285714285","0.0","{1917|1888}","0.0","{8297000000|8300000000}","0.0","{15.026|15.03}","0.0","{3024000000|3020000000}","1.0","{S&P Global|S&P Global|S&P Global}","0.0","{[, Financial services, ]|[, Business Services & Supplies, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
"DBPedia_4668+DBPedia_4687+Forbes_129+SBTI_2143","0.07142857142857142","0.0","{2000|2000}","0.0","{850|203751000000|46920000000}","0.0","{127.51|107.14}","0.0","{4349000000|6030000000}","0.5","{GlobalLogic|Glencore|GlaxoSmithKline|GlaxoSmithKline}","0.0","{[, Software development, ]|[, Commodity, , Metals, , Mining, ]|[, Drugs & Biotechnology, ]|[]}",,,"0.0","{United Kingdom|United Kingdom (UK)}"
"Forbes_1042+SBTI_1405","0.7142857142857143","1.0","{1975}","1.0","{11270000000}","1.0","{13.2}","1.0","{960000000}","1.0","{Delta Electronics|Delta Electronics}","0.0","{[, Technology Hardware & Equipment, ]|[]}",,,"0.0","{Taiwan|Taiwan, Province of China}"
"DBPedia_2682+DBPedia_514+DBPedia_5880+Forbes_331+SBTI_1353","0.15714285714285717","0.0","{1919|1919|1930|1919}","0.0","{23776332800|3950000000|6672409600|28650000000}","0.0","{42.62823936|51.65}","0.0","{1804369920|2240000000}","0.6","{Danone|Daicel|Dachser|Danone|Danone}","0.0","{[, Food processing, ]|[, Chemical industry, ]|[, Logistics, ]|[, Food, Drink & Tobacco, ]|[]}",,,"0.5","{Japan|Germany|France|France}"
"Forbes_1340+SBTI_2995","0.7142857142857143","1.0","{2014}","1.0","{5010000000}","1.0","{7.73}","1.0","{950000000}","1.0","{Keysight Technologies|Keysight Technologies}","0.0","{[, Technology Hardware & Equipment, ]|[]}",,,"0.0","{United States|United States of America (USA)}"
